"","REF_DATE","GEO","Income source","Statistics","UOM","SCALAR_FACTOR","VALUE"
"7184",2007,"Nova Scotia","Self-employment income","Number of persons","Number","thousands",158.666666666667
"7185",2007,"Nova Scotia","Self-employment income","Number with income","Number","thousands",18.5119047619048
"7186",2007,"Nova Scotia","Social assistance","Aggregate income","2021 constant dollars","millions",87.3888888888889
"7187",2007,"Nova Scotia","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",6811.11111111111
"7188",2007,"Nova Scotia","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",6600
"7189",2007,"Nova Scotia","Social assistance","Number of persons","Number","thousands",158.666666666667
"7190",2007,"Nova Scotia","Social assistance","Number with income","Number","thousands",12.7222222222222
"7191",2007,"Nova Scotia","Total income","Aggregate income","2021 constant dollars","millions",6550
"7192",2007,"Nova Scotia","Total income","Average income (excluding zeros)","2021 constant dollars","units",41320.8333333333
"7193",2007,"Nova Scotia","Total income","Median income (excluding zeros)","2021 constant dollars","units",34370.8333333333
"7194",2007,"Nova Scotia","Total income","Number of persons","Number","thousands",158.666666666667
"7195",2007,"Nova Scotia","Total income","Number with income","Number","thousands",153.791666666667
"7196",2007,"Nova Scotia","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",4613.1130952381
"7197",2007,"Nova Scotia","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",38228.5714285714
"7198",2007,"Nova Scotia","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",34114.2857142857
"7199",2007,"Nova Scotia","Wages, salaries and commissions","Number of persons","Number","thousands",158.666666666667
"7200",2007,"Nova Scotia","Wages, salaries and commissions","Number with income","Number","thousands",111.779761904762
"7201",2007,"Ontario","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",3610.85555555556
"7202",2007,"Ontario","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",8277.93650793651
"7203",2007,"Ontario","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",8072.69841269841
"7204",2007,"Ontario","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",2162.66666666667
"7205",2007,"Ontario","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",430.103174603175
"7206",2007,"Ontario","Child benefits","Aggregate income","2021 constant dollars","millions",1630.08333333333
"7207",2007,"Ontario","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",3252.38095238095
"7208",2007,"Ontario","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",2323.80952380952
"7209",2007,"Ontario","Child benefits","Number of persons","Number","thousands",2162.66666666667
"7210",2007,"Ontario","Child benefits","Number with income","Number","thousands",419.390476190476
"7211",2007,"Ontario","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",1477.42857142857
"7212",2007,"Ontario","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",6833.33333333333
"7213",2007,"Ontario","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",5030.95238095238
"7214",2007,"Ontario","Employment Insurance (EI) benefits","Number of persons","Number","thousands",2162.66666666667
"7215",2007,"Ontario","Employment Insurance (EI) benefits","Number with income","Number","thousands",201.714285714286
"7216",2007,"Ontario","Employment income","Aggregate income","2021 constant dollars","millions",83381.5833333333
"7217",2007,"Ontario","Employment income","Average income (excluding zeros)","2021 constant dollars","units",45900
"7218",2007,"Ontario","Employment income","Median income (excluding zeros)","2021 constant dollars","units",41004.7619047619
"7219",2007,"Ontario","Employment income","Number of persons","Number","thousands",2162.66666666667
"7220",2007,"Ontario","Employment income","Number with income","Number","thousands",1627.5
"7221",2007,"Ontario","Government transfers","Aggregate income","2021 constant dollars","millions",10163.1666666667
"7222",2007,"Ontario","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",7025
"7223",2007,"Ontario","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",4670.83333333333
"7224",2007,"Ontario","Government transfers","Number of persons","Number","thousands",2162.66666666667
"7225",2007,"Ontario","Government transfers","Number with income","Number","thousands",1349.04166666667
"7226",2007,"Ontario","Investment income","Aggregate income","2021 constant dollars","millions",3991.36666666667
"7227",2007,"Ontario","Investment income","Average income (excluding zeros)","2021 constant dollars","units",4476.38888888889
"7228",2007,"Ontario","Investment income","Median income (excluding zeros)","2021 constant dollars","units",786.309523809524
"7229",2007,"Ontario","Investment income","Number of persons","Number","thousands",2162.66666666667
"7230",2007,"Ontario","Investment income","Number with income","Number","thousands",699.125
"7231",2007,"Ontario","Market income","Aggregate income","2021 constant dollars","millions",95252.8333333333
"7232",2007,"Ontario","Market income","Average income (excluding zeros)","2021 constant dollars","units",47604.1666666667
"7233",2007,"Ontario","Market income","Median income (excluding zeros)","2021 constant dollars","units",37829.1666666667
"7234",2007,"Ontario","Market income","Number of persons","Number","thousands",2162.66666666667
"7235",2007,"Ontario","Market income","Number with income","Number","thousands",1906
"7236",2007,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",6632.94444444444
"7237",2007,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",8300
"7238",2007,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",7177.77777777778
"7239",2007,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",2162.66666666667
"7240",2007,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",768.666666666667
"7241",2007,"Ontario","Other government transfers","Aggregate income","2021 constant dollars","millions",1148.45833333333
"7242",2007,"Ontario","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",1433.33333333333
"7243",2007,"Ontario","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",662.5
"7244",2007,"Ontario","Other government transfers","Number of persons","Number","thousands",2162.66666666667
"7245",2007,"Ontario","Other government transfers","Number with income","Number","thousands",860.75
"7246",2007,"Ontario","Other income","Aggregate income","2021 constant dollars","millions",2312.20833333333
"7247",2007,"Ontario","Other income","Average income (excluding zeros)","2021 constant dollars","units",5837.5
"7248",2007,"Ontario","Other income","Median income (excluding zeros)","2021 constant dollars","units",1340.47619047619
"7249",2007,"Ontario","Other income","Number of persons","Number","thousands",2162.66666666667
"7250",2007,"Ontario","Other income","Number with income","Number","thousands",380.625
"7251",2007,"Ontario","Retirement income","Aggregate income","2021 constant dollars","millions",10199.8833333333
"7252",2007,"Ontario","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",26940
"7253",2007,"Ontario","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",24744.4444444444
"7254",2007,"Ontario","Retirement income","Number of persons","Number","thousands",2162.66666666667
"7255",2007,"Ontario","Retirement income","Number with income","Number","thousands",398.066666666667
"7256",2007,"Ontario","Self-employment income","Aggregate income","2021 constant dollars","millions",8013.31111111111
"7257",2007,"Ontario","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",23601.5873015873
"7258",2007,"Ontario","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",11128.8888888889
"7259",2007,"Ontario","Self-employment income","Number of persons","Number","thousands",2162.66666666667
"7260",2007,"Ontario","Self-employment income","Number with income","Number","thousands",246.291666666667
"7261",2007,"Ontario","Social assistance","Aggregate income","2021 constant dollars","millions",1293.70833333333
"7262",2007,"Ontario","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",9656.54761904762
"7263",2007,"Ontario","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",10173.6111111111
"7264",2007,"Ontario","Social assistance","Number of persons","Number","thousands",2162.66666666667
"7265",2007,"Ontario","Social assistance","Number with income","Number","thousands",126.821428571429
"7266",2007,"Ontario","Total income","Aggregate income","2021 constant dollars","millions",105416.083333333
"7267",2007,"Ontario","Total income","Average income (excluding zeros)","2021 constant dollars","units",48079.1666666667
"7268",2007,"Ontario","Total income","Median income (excluding zeros)","2021 constant dollars","units",38391.6666666667
"7269",2007,"Ontario","Total income","Number of persons","Number","thousands",2162.66666666667
"7270",2007,"Ontario","Total income","Number with income","Number","thousands",2118.33333333333
"7271",2007,"Ontario","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",77349.2916666667
"7272",2007,"Ontario","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",47541.6666666667
"7273",2007,"Ontario","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",43704.7619047619
"7274",2007,"Ontario","Wages, salaries and commissions","Number of persons","Number","thousands",2162.66666666667
"7275",2007,"Ontario","Wages, salaries and commissions","Number with income","Number","thousands",1474
"7276",2007,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",84.2222222222222
"7277",2007,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",7266.66666666667
"7278",2007,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",6933.33333333333
"7279",2007,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",23
"7280",2007,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",11.8888888888889
"7281",2007,"Prince Edward Island","Child benefits","Aggregate income","2021 constant dollars","millions",23.2666666666667
"7282",2007,"Prince Edward Island","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",3056.66666666667
"7283",2007,"Prince Edward Island","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",2451.66666666667
"7284",2007,"Prince Edward Island","Child benefits","Number of persons","Number","thousands",23
"7285",2007,"Prince Edward Island","Child benefits","Number with income","Number","thousands",6.86666666666667
"7286",2007,"Prince Edward Island","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",70.4603174603175
"7287",2007,"Prince Edward Island","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",10168.253968254
"7288",2007,"Prince Edward Island","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",9706.34920634921
"7289",2007,"Prince Edward Island","Employment Insurance (EI) benefits","Number of persons","Number","thousands",23
"7290",2007,"Prince Edward Island","Employment Insurance (EI) benefits","Number with income","Number","thousands",6.9047619047619
"7291",2007,"Prince Edward Island","Employment income","Aggregate income","2021 constant dollars","millions",665.642857142857
"7292",2007,"Prince Edward Island","Employment income","Average income (excluding zeros)","2021 constant dollars","units",33211.3095238095
"7293",2007,"Prince Edward Island","Employment income","Median income (excluding zeros)","2021 constant dollars","units",29904.7619047619
"7294",2007,"Prince Edward Island","Employment income","Number of persons","Number","thousands",23
"7295",2007,"Prince Edward Island","Employment income","Number with income","Number","thousands",18.6785714285714
"7296",2007,"Prince Edward Island","Government transfers","Aggregate income","2021 constant dollars","millions",154.208333333333
"7297",2007,"Prince Edward Island","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",8925
"7298",2007,"Prince Edward Island","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",8102.77777777778
"7299",2007,"Prince Edward Island","Government transfers","Number of persons","Number","thousands",23
"7300",2007,"Prince Edward Island","Government transfers","Number with income","Number","thousands",16.4166666666667
"7301",2007,"Prince Edward Island","Investment income","Aggregate income","2021 constant dollars","millions",41.6666666666667
"7302",2007,"Prince Edward Island","Investment income","Average income (excluding zeros)","2021 constant dollars","units",3411.11111111111
"7303",2007,"Prince Edward Island","Investment income","Median income (excluding zeros)","2021 constant dollars","units",703.333333333333
"7304",2007,"Prince Edward Island","Investment income","Number of persons","Number","thousands",23
"7305",2007,"Prince Edward Island","Investment income","Number with income","Number","thousands",7.51428571428571
"7306",2007,"Prince Edward Island","Market income","Aggregate income","2021 constant dollars","millions",734.833333333333
"7307",2007,"Prince Edward Island","Market income","Average income (excluding zeros)","2021 constant dollars","units",34229.1666666667
"7308",2007,"Prince Edward Island","Market income","Median income (excluding zeros)","2021 constant dollars","units",28358.3333333333
"7309",2007,"Prince Edward Island","Market income","Number of persons","Number","thousands",23
"7310",2007,"Prince Edward Island","Market income","Number with income","Number","thousands",20.5416666666667
"7311",2007,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",123.333333333333
"7312",2007,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",9483.33333333333
"7313",2007,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",7716.66666666667
"7314",2007,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",23
"7315",2007,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",13
"7316",2007,"Prince Edward Island","Other government transfers","Aggregate income","2021 constant dollars","millions",8.47222222222222
"7317",2007,"Prince Edward Island","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",689.444444444444
"7318",2007,"Prince Edward Island","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",495.238095238095
"7319",2007,"Prince Edward Island","Other government transfers","Number of persons","Number","thousands",23
"7320",2007,"Prince Edward Island","Other government transfers","Number with income","Number","thousands",8.79166666666667
"7321",2007,"Prince Edward Island","Other income","Aggregate income","2021 constant dollars","millions",26.0666666666667
"7322",2007,"Prince Edward Island","Other income","Average income (excluding zeros)","2021 constant dollars","units",4411.11111111111
"7323",2007,"Prince Edward Island","Other income","Median income (excluding zeros)","2021 constant dollars","units",1744.44444444444
"7324",2007,"Prince Edward Island","Other income","Number of persons","Number","thousands",23
"7325",2007,"Prince Edward Island","Other income","Number with income","Number","thousands",4.06944444444444
"7326",2007,"Prince Edward Island","Retirement income","Aggregate income","2021 constant dollars","millions",136.444444444444
"7327",2007,"Prince Edward Island","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",25822.2222222222
"7328",2007,"Prince Edward Island","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",21544.4444444444
"7329",2007,"Prince Edward Island","Retirement income","Number of persons","Number","thousands",23
"7330",2007,"Prince Edward Island","Retirement income","Number with income","Number","thousands",6
"7331",2007,"Prince Edward Island","Self-employment income","Aggregate income","2021 constant dollars","millions",86.4444444444444
"7332",2007,"Prince Edward Island","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",19235
"7333",2007,"Prince Edward Island","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",8700
"7334",2007,"Prince Edward Island","Self-employment income","Number of persons","Number","thousands",23
"7335",2007,"Prince Edward Island","Self-employment income","Number with income","Number","thousands",4.21666666666667
"7336",2007,"Prince Edward Island","Social assistance","Aggregate income","2021 constant dollars","millions",23.5
"7337",2007,"Prince Edward Island","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",7525
"7338",2007,"Prince Edward Island","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",6100
"7339",2007,"Prince Edward Island","Social assistance","Number of persons","Number","thousands",23
"7340",2007,"Prince Edward Island","Social assistance","Number with income","Number","thousands",3
"7341",2007,"Prince Edward Island","Total income","Aggregate income","2021 constant dollars","millions",889.041666666667
"7342",2007,"Prince Edward Island","Total income","Average income (excluding zeros)","2021 constant dollars","units",38120.8333333333
"7343",2007,"Prince Edward Island","Total income","Median income (excluding zeros)","2021 constant dollars","units",32508.3333333333
"7344",2007,"Prince Edward Island","Total income","Number of persons","Number","thousands",23
"7345",2007,"Prince Edward Island","Total income","Number with income","Number","thousands",22.7916666666667
"7346",2007,"Prince Edward Island","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",620.690476190476
"7347",2007,"Prince Edward Island","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",33539.880952381
"7348",2007,"Prince Edward Island","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",30361.9047619048
"7349",2007,"Prince Edward Island","Wages, salaries and commissions","Number of persons","Number","thousands",23
"7350",2007,"Prince Edward Island","Wages, salaries and commissions","Number with income","Number","thousands",17.5357142857143
"7351",2007,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",2777.45
"7352",2007,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",7705
"7353",2007,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",8310
"7354",2007,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",1318.91666666667
"7355",2007,"Quebec","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",381.4
"7356",2007,"Quebec","Child benefits","Aggregate income","2021 constant dollars","millions",1848.17777777778
"7357",2007,"Quebec","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",5092.06349206349
"7358",2007,"Quebec","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",4238.88888888889
"7359",2007,"Quebec","Child benefits","Number of persons","Number","thousands",1318.91666666667
"7360",2007,"Quebec","Child benefits","Number with income","Number","thousands",301.461904761905
"7361",2007,"Quebec","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",1479.97023809524
"7362",2007,"Quebec","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",7327.38095238095
"7363",2007,"Quebec","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",6219.04761904762
"7364",2007,"Quebec","Employment Insurance (EI) benefits","Number of persons","Number","thousands",1318.91666666667
"7365",2007,"Quebec","Employment Insurance (EI) benefits","Number with income","Number","thousands",192.678571428571
"7366",2007,"Quebec","Employment income","Aggregate income","2021 constant dollars","millions",43404.4166666667
"7367",2007,"Quebec","Employment income","Average income (excluding zeros)","2021 constant dollars","units",38437.5
"7368",2007,"Quebec","Employment income","Median income (excluding zeros)","2021 constant dollars","units",34328.5714285714
"7369",2007,"Quebec","Employment income","Number of persons","Number","thousands",1318.91666666667
"7370",2007,"Quebec","Employment income","Number with income","Number","thousands",982.041666666667
"7371",2007,"Quebec","Government transfers","Aggregate income","2021 constant dollars","millions",7465.20833333333
"7372",2007,"Quebec","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",7775
"7373",2007,"Quebec","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",5933.33333333333
"7374",2007,"Quebec","Government transfers","Number of persons","Number","thousands",1318.91666666667
"7375",2007,"Quebec","Government transfers","Number with income","Number","thousands",897.125
"7376",2007,"Quebec","Investment income","Aggregate income","2021 constant dollars","millions",1875.38095238095
"7377",2007,"Quebec","Investment income","Average income (excluding zeros)","2021 constant dollars","units",3682.14285714286
"7378",2007,"Quebec","Investment income","Median income (excluding zeros)","2021 constant dollars","units",600
"7379",2007,"Quebec","Investment income","Number of persons","Number","thousands",1318.91666666667
"7380",2007,"Quebec","Investment income","Number with income","Number","thousands",451.916666666667
"7381",2007,"Quebec","Market income","Aggregate income","2021 constant dollars","millions",49492.2083333333
"7382",2007,"Quebec","Market income","Average income (excluding zeros)","2021 constant dollars","units",40454.1666666667
"7383",2007,"Quebec","Market income","Median income (excluding zeros)","2021 constant dollars","units",32283.3333333333
"7384",2007,"Quebec","Market income","Number of persons","Number","thousands",1318.91666666667
"7385",2007,"Quebec","Market income","Number with income","Number","thousands",1150.125
"7386",2007,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",4887.33333333333
"7387",2007,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",8394.44444444445
"7388",2007,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",6900
"7389",2007,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",1318.91666666667
"7390",2007,"Quebec","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",521.666666666667
"7391",2007,"Quebec","Other government transfers","Aggregate income","2021 constant dollars","millions",754.666666666667
"7392",2007,"Quebec","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",1429.16666666667
"7393",2007,"Quebec","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",737.5
"7394",2007,"Quebec","Other government transfers","Number of persons","Number","thousands",1318.91666666667
"7395",2007,"Quebec","Other government transfers","Number with income","Number","thousands",539.208333333333
"7396",2007,"Quebec","Other income","Aggregate income","2021 constant dollars","millions",1138.93333333333
"7397",2007,"Quebec","Other income","Average income (excluding zeros)","2021 constant dollars","units",4614.16666666667
"7398",2007,"Quebec","Other income","Median income (excluding zeros)","2021 constant dollars","units",1127.77777777778
"7399",2007,"Quebec","Other income","Number of persons","Number","thousands",1318.91666666667
"7400",2007,"Quebec","Other income","Number with income","Number","thousands",226.083333333333
"7401",2007,"Quebec","Retirement income","Aggregate income","2021 constant dollars","millions",6832.2
"7402",2007,"Quebec","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",23300
"7403",2007,"Quebec","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",19517.7777777778
"7404",2007,"Quebec","Retirement income","Number of persons","Number","thousands",1318.91666666667
"7405",2007,"Quebec","Retirement income","Number with income","Number","thousands",307.4
"7406",2007,"Quebec","Self-employment income","Aggregate income","2021 constant dollars","millions",4132.19523809524
"7407",2007,"Quebec","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",23459.5238095238
"7408",2007,"Quebec","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",10440
"7409",2007,"Quebec","Self-employment income","Number of persons","Number","thousands",1318.91666666667
"7410",2007,"Quebec","Self-employment income","Number with income","Number","thousands",135.069444444444
"7411",2007,"Quebec","Social assistance","Aggregate income","2021 constant dollars","millions",730.920634920635
"7412",2007,"Quebec","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",8724.60317460317
"7413",2007,"Quebec","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",8682.53968253968
"7414",2007,"Quebec","Social assistance","Number of persons","Number","thousands",1318.91666666667
"7415",2007,"Quebec","Social assistance","Number with income","Number","thousands",81.968253968254
"7416",2007,"Quebec","Total income","Aggregate income","2021 constant dollars","millions",56957.25
"7417",2007,"Quebec","Total income","Average income (excluding zeros)","2021 constant dollars","units",42441.6666666667
"7418",2007,"Quebec","Total income","Median income (excluding zeros)","2021 constant dollars","units",34837.5
"7419",2007,"Quebec","Total income","Number of persons","Number","thousands",1318.91666666667
"7420",2007,"Quebec","Total income","Number with income","Number","thousands",1284.66666666667
"7421",2007,"Quebec","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",40211.5833333333
"7422",2007,"Quebec","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",38420.8333333333
"7423",2007,"Quebec","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",35580.9523809524
"7424",2007,"Quebec","Wages, salaries and commissions","Number of persons","Number","thousands",1318.91666666667
"7425",2007,"Quebec","Wages, salaries and commissions","Number with income","Number","thousands",911.625
"7426",2007,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",415.1
"7427",2007,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",7818.88888888889
"7428",2007,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",7535.55555555556
"7429",2007,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",158.333333333333
"7430",2007,"Saskatchewan","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",53.45
"7431",2007,"Saskatchewan","Child benefits","Aggregate income","2021 constant dollars","millions",145.166666666667
"7432",2007,"Saskatchewan","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",3716.66666666667
"7433",2007,"Saskatchewan","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",2644.44444444444
"7434",2007,"Saskatchewan","Child benefits","Number of persons","Number","thousands",158.333333333333
"7435",2007,"Saskatchewan","Child benefits","Number with income","Number","thousands",35.5
"7436",2007,"Saskatchewan","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",97.5619047619048
"7437",2007,"Saskatchewan","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",5965.71428571429
"7438",2007,"Saskatchewan","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",4594.04761904762
"7439",2007,"Saskatchewan","Employment Insurance (EI) benefits","Number of persons","Number","thousands",158.333333333333
"7440",2007,"Saskatchewan","Employment Insurance (EI) benefits","Number with income","Number","thousands",15.6571428571429
"7441",2007,"Saskatchewan","Employment income","Aggregate income","2021 constant dollars","millions",5970.54166666667
"7442",2007,"Saskatchewan","Employment income","Average income (excluding zeros)","2021 constant dollars","units",44095.8333333333
"7443",2007,"Saskatchewan","Employment income","Median income (excluding zeros)","2021 constant dollars","units",34845.8333333333
"7444",2007,"Saskatchewan","Employment income","Number of persons","Number","thousands",158.333333333333
"7445",2007,"Saskatchewan","Employment income","Number with income","Number","thousands",125.125
"7446",2007,"Saskatchewan","Government transfers","Aggregate income","2021 constant dollars","millions",719.708333333333
"7447",2007,"Saskatchewan","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",6779.16666666667
"7448",2007,"Saskatchewan","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",4783.33333333333
"7449",2007,"Saskatchewan","Government transfers","Number of persons","Number","thousands",158.333333333333
"7450",2007,"Saskatchewan","Government transfers","Number with income","Number","thousands",92.2916666666667
"7451",2007,"Saskatchewan","Investment income","Aggregate income","2021 constant dollars","millions",370.533333333333
"7452",2007,"Saskatchewan","Investment income","Average income (excluding zeros)","2021 constant dollars","units",4560
"7453",2007,"Saskatchewan","Investment income","Median income (excluding zeros)","2021 constant dollars","units",1048.88888888889
"7454",2007,"Saskatchewan","Investment income","Number of persons","Number","thousands",158.333333333333
"7455",2007,"Saskatchewan","Investment income","Number with income","Number","thousands",53.4583333333333
"7456",2007,"Saskatchewan","Market income","Aggregate income","2021 constant dollars","millions",6760.08333333333
"7457",2007,"Saskatchewan","Market income","Average income (excluding zeros)","2021 constant dollars","units",45516.6666666667
"7458",2007,"Saskatchewan","Market income","Median income (excluding zeros)","2021 constant dollars","units",34829.1666666667
"7459",2007,"Saskatchewan","Market income","Number of persons","Number","thousands",158.333333333333
"7460",2007,"Saskatchewan","Market income","Number with income","Number","thousands",145.25
"7461",2007,"Saskatchewan","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",808.666666666667
"7462",2007,"Saskatchewan","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",9000
"7463",2007,"Saskatchewan","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",7600
"7464",2007,"Saskatchewan","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",158.333333333333
